update,exp_num,ahhh,ahhs,ahhb,ahss,ahbb,ahbs,abhh,abhs,abhb,abss,abbs,abbb,ashh,ashs,ashb,asss,asbb,asbs
1,1,0,0,0,0,0,0,0,0,75,0,0,0,0,0,225,0,0,0
1,2,0,0,0,0,0,0,0,0,75,0,0,0,0,0,75,0,150,0
1,3,0,0,0,0,0,0,0,0,0,0,0,75,0,0,150,0,0,75
1,4,0,0,0,0,0,0,0,0,75,0,0,0,0,0,77,0,0,148
1,5,0,0,0,0,0,0,0,0,75,0,0,0,0,0,75.25,0,0,149.75
1,6,0,0,0,0,0,0,0,0,75,0,0,0,0,0,75,0,75,75
1,7,0,0,0,0,0,0,0,0,75,0,0,0,0,0,75,0,150,0
1,8,0,0,0,0,0,0,0,0,0,0,75,0,0,0,225,0,0,0
1,9,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,75,150
1,10,0,0,0,0,0,0,0,0,75,0,0,0,0,0,150,0,75,0
1,11,0,0,0,0,0,0,0,0,65,0,10,0,0,0,70.25,0,79.75,75
1,12,0,0,0,0,0,0,0,0,72.75,0,2,0.25,0,0,225,0,0,0
1,13,0,0,0,0,0,0,0,0,75,0,0,0,0,0,221.25,0,0.25,3.5
1,14,0,0,0,0,0,0,0,0,75,0,0,0,0,0,150,0,56,19
1,15,0,0,0,0,0,0,0,0,0,0,75,0,0,0,225,0,0,0
1,16,0,0,0,0,0,0,0,0,75,0,0,0,0,0,150,0,0,75
1,17,0,0,0,0,0,0,0,0,0,0,75,0,0,0,150,0,0,75
1,18,0,0,0,0,0,0,0,0,0,0,75,0,0,0,150,0,75,0
1,19,0,0,0,0,0,0,0,0,75,0,0,0,0,0,77.25,0,0,147.75
1,20,0,0,0,0,0,0,0,0,75,0,0,0,0,0,150.75,0,0,74.25
1,21,0,0,0,0,0,0,0,0,75,0,0,0,0,0,150,0,75,0
1,22,0,0,0,0,0,0,0,0,0.25,0,74.75,0,0,0,150.25,0,74.75,0
1,23,0,0,0,0,0,0,0,0,1.75,0,73.25,0,0,0,150,0,0,75
1,24,0,0,0,0,0,0,0,0,75,0,0,0,0,0,42.75,0,75,107.25
1,25,0,0,0,0,0,0,0,0,75,0,0,0,0,0,151.5,0,73.5,0
1,26,0,0,0,0,0,0,0,0,0.25,0,74.75,0,0,0,150,0,0,75
1,27,0,0,0,0,0,0,0,0,0,0,75,0,0,0,150,0,0,75
2,1,0,0,0,0,0,0,0,1,0,74,0,0,0,0,225,0,0,0
2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,75,150
2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215.25,73.5,0,11.25
2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,75,0,0
2,5,0,0,0,0,0,0,0,0,0,74.25,0,0,0,0,140.5,0.75,0,84.5
2,6,0,0,0,0,0,0,0,75,0,0,0,0,0,0,75,0,75,75
2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,75,0,75
2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,75,0,0
2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,299
2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,75,56,94
2,11,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,225
2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,299
2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,75,123.5,0,68.75,32.75
2,14,0,0,0,0,0,0,0,0,0,74.5,0,0,0,0,75,0.5,0,150
2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,55.75,169.25
2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0.25,0,74.75,150
2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,73.5,0,76.5
2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,139,75
2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,73.5,0,151.5
2,20,0,0,0,0,0,0,0,0,0,0,0,0,0,75,75.5,0,0,149.5
2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,75,150,0,0,75
2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,74,151,0,0,75
2,23,0,0,0,0,0,0,0,74.5,0,0,0,0,0,0.5,75,0,56,94
2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,75,1.5,0,75,148.5
2,25,0,0,0,0,0,0,0,0,0,73.5,1,0,0,0,0,0,0,225.5
2,26,0,0,0,0,0,0,0,73.75,0.25,0,0,0,0,0,151.25,0,0,74.75
2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,75,0,150
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,21.75,203.25,75,0,0
3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,75,64.5,0,0,160.5
3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0.25,25.5,0,199.25
3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,12.75,56,156.25
3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,74,122.5,0,0,103.5
3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,72.25,0,77.75
3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,32.25,192.75,75,0,0
3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,98,52,0,56,94
3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,85.75,53.5,10.75,0,150
3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.5,75,0,149.5
3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,75,74.25,75.75
3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,74,151,0,0,75
3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.75,112.25,116
3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,95.75,0,129.25
3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.25,0,0.75,149
3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,75
3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,7.25,217.75,0,0,75
3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,72.5,150.25,20.25,0,57
3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.25,75,55.75,94
3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,19.25,0,205.75
3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,19.75,180.25,0,73.75,26.25
3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,37.25,187.75
3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.25,86.5,131.25
3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,75,75.5,0,1.25,148.25
3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,65.25,150,29.5,0,55.25
3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,85,209,0,6,0
3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,205,93.25,0,0
4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19.75,253.5,0,0,26.75
4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,22.25,0,127.75
4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.25,0,0,149.75
4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.75,60.75,0,162.5
4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,25.75,199.25,10.5,0,64.5
4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,225
4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,75
4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,26.75,183,0,37.25,53
4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,150
4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10.75,214.5,0,0,74.75
4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,26.5,125.75,2.5,48.75,96.5
4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.25,0,74.75,75
4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,299.75
4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.75,0,37.5,131.75
4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,19.25,26.25,179.5
4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.25,0,61.5,163.25
4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,58.25,0,166.75
4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,93.25,56.75
4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,19.5,260.75,0,0,19.75
4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,9.25,215.75,0,74.75,0.25
4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.75,4,44,183.25
4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,32.25,118,9.75,0,140
4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,2.5,55.75,241.5
4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,31,190.25,0,0.25,78.5
4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,9,272.25,0,0,18.75
4,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,75
4,27,0,0,0,0,0,0,0,0,0,0,0,0,0,26,200.75,10.5,0,62.75
5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,75,0,0
5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,75,75,0,0,150
5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,75,75,2.25,105.5,42.25
5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,27,52,71.75,2.25,147
5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,122.75,99.25,0,75
5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,24,0,201
5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,19.25,56,74.75
5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,38.25,0.25,186.5
5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.5,73.75,1.25,74.5
5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,94.75,180,0,0,25.25
5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,75,37.5,112.5
5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,47.75,0,102.25
5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.25,75,37.5,112.25
5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,75,75.75,0,0,149.25
5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,75,75,21,56,73
5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,75,120.5,0,0,104.5
5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,73.75,151.25,0,55.75,19.25
5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,75,150,0,56,19
5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,20,130,75,0,75
5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,75,214.75,0,0,10.25
5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,71.75,78.25,8,31.5,110.5
5,22,0,0,0,0,0,0,0,0,0,0,0,0,0,75,154,0,0,71
5,23,0,0,0,0,0,0,0,0,0,0,0,0,0,75,150,0,0,75
5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,19,131,75,0,75
5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,75,150,0,0,75
5,26,0,0,0,0,0,0,0,0,0,0,0,0,0,56.25,150,18.75,55.75,19.25
5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,225
6,1,0,0,0,0,0,0,0,0,0,55.75,0,0,0,0,55,124.5,0,64.75
6,2,0,0,0,0,0,0,0,55.75,0,0,0,0,0,38.25,131,19.25,0,55.75
6,3,0,0,0,0,0,0,0,1,0,68.75,42,0,0,0.75,0,117,0,70.5
6,4,0,0,0,0,0,0,0,1,0,66,29.75,15,0,1,0,112.25,7.5,67.5
6,5,0,0,0,0,0,0,0,55.75,0,0,56,0,0,19.25,0,150,0,19
6,6,0,0,0,0,0,0,0,0.75,0,55,0,0,0,95.25,55.75,18.25,0,75
6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,150,55.75,19.25
6,8,0,0,0,0,0,0,0,0,0,20,91.5,0,0,0,0,64.25,0,124.25
6,9,0,0,0,0,0,0,0,0,0,9.75,102,0,0,0,0,116.25,0,72
6,10,0,0,0,0,0,0,0,0,0,18.75,37.25,0,0,0,75,94.5,56,18.5
6,11,0,0,0,0,0,0,0,55.75,0,0,56,0,0,68.5,1.5,44.75,0,73.5
6,12,0,0,0,0,0,0,0,0,0,55.75,0,0,0,75.75,0.75,37.75,0,130
6,13,0,0,0,0,0,0,0,0,0,55.75,0,56,0,75,0,94.25,0,19
6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.75,92.75,56.5
6,15,0,0,0,0,0,0,0,0,0,56,55.75,0,0,0,0,169,0,19.25
6,16,0,0,0,0,0,0,0,55.75,0,0,0,0,0,19.25,0,106.5,19.5,99
6,17,0,0,0,0,0,0,0,55.75,0,7.25,25.75,23,0,19.25,0,94.25,11.5,63.25
6,18,0,0,0,0,0,0,0,56,0,0,0,0,0,19,0,126,0,99
6,19,0,0,0,0,0,0,0,0,0,55.75,55.75,0,0,94.25,55.75,19.25,0,19.25
6,20,0,0,0,0,0,0,0,0,0,6.5,49.5,0,0,19.25,56,152,0,16.75
6,21,0,0,0,0,0,0,0,0,56,0,0,0,0,150,19,75,0,0
6,22,0,0,0,0,0,0,0,56,0,0,0,0,0,19,0,94,0,131
6,23,0,0,0,0,0,0,0,55.75,0,0,0,0,0,19.75,75.25,37.5,0,111.75
6,24,0,0,0,0,0,0,0,0,0,69,42.75,0,0,94.25,55.75,23.25,0,15
6,25,0,0,0,0,0,0,0,7.5,48.25,56,0,0,0,152.5,16.75,19,0,0
6,26,0,0,0,0,0,0,0,56,0,0,0,0,0,19,75,38.25,0,111.75
6,27,0,0,0,0,0,0,0,0,0,0,55.75,0,0,75,0,94,0,75.25
0,1,73.25,0,0,0,0,0,0,0,0,0,0,0,4.75,72,75,75,0,0
0,2,75,0,0,0,0,0,0,0,0,0,0,0,0.5,149.25,0.75,0,74.5,0
0,3,73.75,0,0,0,0,0,0,0,0,0,0,0,76.25,75,0.5,0,0,74.5
0,4,72.75,0,0,0,0,0,0,0,0,0,0,0,75.75,1.5,75,75,0,0
0,5,0,73,0,0,0,0,0,0,0,0,0,0,1.25,150.75,75,0,0,0
0,6,0.25,0,72.5,0,0,0,0,0,0,0,0,0,2.5,147.5,77.25,0,0,0
0,7,0,2.75,0,0,0,0,0,0,0,0,0,0,0.25,147,0,75,0,75
0,8,72.5,0,0,0,0,0,0,0,0,0,0,0,77.5,0,0,75,0,75
0,9,75,0,0,0,0,0,0,0,0,0,0,0,0,149.5,75,0.5,0,0
0,10,75,0,0,0,0,0,0,0,0,0,0,0,0,147,78,0,0,0
0,11,0.5,0.75,72.75,0,0,0,0,0,0,0,0,0,75,75,76,0,0,0
0,12,73,0,0,0,0,0,0,0,0,0,0,0,5.75,71.5,0.25,74.75,0,74.75
0,13,75,0,0,0,0,0,0,0,0,0,0,0,0,1.5,75,148.5,0,0
0,14,0,0.5,74.5,0,0,0,0,0,0,0,0,0,0,77.75,75.25,72,0,0
0,15,75,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0.75,148.25,74.25,0
0,16,74,0,0,0,0,0,0,0,0,0,0,0,4.25,71.75,75,0,0,75
0,17,71.5,3.25,0.25,0,0,0,0,0,0,0,0,0,74.75,75.25,75,0,0,0
0,18,74.75,0,0,0,0,0,0,0,0,0,0,0,3.5,146.75,75,0,0,0
0,19,72.75,0,0,0,0,0,0,0,0,0,0,0,2.75,78.5,0,71,0,75
0,20,75,0,0,0,0,0,0,0,0,0,0,0,75,75,75,0,0,0
0,21,0.25,0,73.25,0,0,0,0,0,0,0,0,0,0,2,76.5,73,0,75
0,22,32.25,0,42.75,0,0,0,0,0,0,0,0,0,75,0,75,75,0,0
0,23,0,0,75,0,0,0,0,0,0,0,0,0,74.75,75.25,75,0,0,0
0,24,74.75,0,0,0,0,0,0,0,0,0,0,0,75.25,75,75,0,0,0
0,25,75,0,0,0,0,0,0,0,0,0,0,0,0,75,56.5,0,18.5,75
0,26,0,0,75,0,0,0,0,0,0,0,0,0,75,75,75,0,0,0
0,27,73,0,0,0,0,0,0,0,0,0,0,0,77,75,75,0,0,0
1,1,0,0,0,75,0,0,0,0,0,0,0,0,75,0,75,75,0,0
1,2,0,0,0,74.5,0,0.5,0,0,0,0,0,0,75,0.25,75,74.75,0,0
1,3,0,0.25,0,74.75,0,0,0,0,0,0,0,0,75,75,75,0,0,0
1,4,0,75,0,0,0,0,0,0,0,0,0,0,0,75,75,75,0,0
1,5,0,75,0,0,0,0,0,0,0,0,0,0,0,150,75,0,0,0
1,6,0,75,0,0,0,0,0,0,0,0,0,0,0,0,150,75,0,0
1,7,0,75,0,0,0,0,0,0,0,0,0,0,75,75,75,0,0,0
1,8,0,75,0,0,0,0,0,0,0,0,0,0,75,0,75,75,0,0
1,9,0,0,0,75,0,0,0,0,0,0,0,0,75,75,75,0,0,0
1,10,0,75,0,0,0,0,0,0,0,0,0,0,0,75,0,75,0,75
1,11,0,75,0,0,0,0,0,0,0,0,0,0,75,0,75,74.75,0,0.25
1,12,0,75,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,75
1,13,0,0.25,0,0.75,0,74,0,0,0,0,0,0,0,75,150,0,0,0
1,14,0,75,0,0,0,0,0,0,0,0,0,0,75,75,75,0,0,0
1,15,0,75,0,0,0,0,0,0,0,0,0,0,0.5,73.5,76,75,0,0
1,16,0,75,0,0,0,0,0,0,0,0,0,0,75,75,75,0,0,0
1,17,0,0,0,75,0,0,0,0,0,0,0,0,0,150,0,0,0,75
1,18,0,0.25,0,66,0,8.75,0,0,0,0,0,0,0.75,74.25,0.25,0,0,149.75
1,19,0,0,0,0,0,75,0,0,0,0,0,0,75,0,0,75,0,75
1,20,0,75,0,0,0,0,0,0,0,0,0,0,75,7.25,75,67.75,0,0
1,21,0,0,0,75,0,0,0,0,0,0,0,0,0,75,150,0,0,0
1,22,0,75,0,0,0,0,0,0,0,0,0,0,0,150,7.5,0,0,67.5
1,23,0,0,0,75,0,0,0,0,0,0,0,0,75,75,0,0,0,75
1,24,0,0.25,0,0,0,74.75,0,0,0,0,0,0,64.25,85.75,75,0,0,0
1,25,0,75,0,0,0,0,0,0,0,0,0,0,75,1,75,0,0,74
1,26,0,75,0,0,0,0,0,0,0,0,0,0,0,74.75,0.25,0,75,75
1,27,0,75,0,0,0,0,0,0,0,0,0,0,1.5,148.25,75.25,0,0,0
